set title "T = 0.000000 [niter = 0]"
32 29 0.000000
33 29 0.000000
34 29 0.000000
35 29 0.000000
36 29 0.000000
37 29 0.000000
38 29 0.000000
39 29 0.000000
40 29 0.000000
41 29 0.000000
42 29 0.000000
43 29 0.000000
44 29 0.000000
45 29 0.000000
46 29 0.000000
47 29 0.000000
48 29 0.000000
49 29 0.000000
50 29 0.000000
51 29 0.000000

0 30 0.000000
1 30 0.000000
2 30 0.000000
3 30 0.000000
4 30 0.000000
5 30 0.000000
6 30 0.000000
7 30 0.000000
8 30 0.000000
9 30 0.000000
10 30 0.000000
11 30 0.000000
12 30 0.000000
13 30 0.000000
14 30 0.000000
15 30 0.000000
16 30 0.000000
17 30 0.000000
18 30 0.000000
19 30 0.000000
20 30 0.000000
21 30 0.000000
22 30 0.000000
23 30 0.000000
24 30 0.000000
25 30 0.000000
26 30 0.000000
27 30 0.000000
28 30 0.000000
29 30 0.000000
30 30 0.000000
31 30 0.000000
32 30 0.000000
33 30 0.000000
34 30 0.000000
35 30 0.000000
36 30 0.000000
37 30 0.000000
38 30 0.000000
39 30 0.000000
40 30 0.000000
41 30 0.000000
42 30 0.000000
43 30 0.000000
44 30 0.000000
45 30 0.000000
46 30 0.000000
47 30 0.000000
48 30 0.000000
49 30 0.000000
50 30 0.000000
51 30 0.000000

0 31 0.000000
1 31 0.000000
2 31 0.000000
3 31 0.000000
4 31 0.000000
5 31 0.000000
6 31 0.000000
7 31 0.000000
8 31 0.000000
9 31 0.000000
10 31 0.000000
11 31 0.000000
12 31 0.000000
13 31 0.000000
14 31 0.000000
15 31 0.000000
16 31 0.000000
17 31 0.000000
18 31 0.000000
19 31 0.000000
20 31 0.000000
21 31 0.000000
22 31 0.000000
23 31 0.000000
24 31 0.000000
25 31 0.000000
26 31 0.000000
27 31 0.000000
28 31 0.000000
29 31 0.000000
30 31 0.000000
31 31 0.000000
32 31 0.000000
33 31 0.000000
34 31 0.000000
35 31 0.000000
36 31 0.000000
37 31 0.000000
38 31 0.000000
39 31 0.000000
40 31 0.000000
41 31 0.000000
42 31 0.000000
43 31 0.000000
44 31 0.000000
45 31 0.000000
46 31 0.000000
47 31 0.000000
48 31 0.000000
49 31 0.000000
50 31 0.000000
51 31 0.000000

0 32 0.000000
1 32 0.000000
2 32 0.000000
3 32 0.000000
4 32 0.000000
5 32 0.000000
6 32 0.000000
7 32 0.000000
8 32 0.000000
9 32 0.000000
10 32 0.000000
11 32 0.000000
12 32 0.000000
13 32 0.000000
14 32 0.000000
15 32 0.000000
16 32 0.000000
17 32 0.000000
18 32 0.000000
19 32 0.000000
20 32 0.000000
21 32 0.000000
22 32 0.000000
23 32 0.000000
24 32 0.000000
25 32 0.000000
26 32 0.000000
27 32 0.000000
28 32 0.000000
29 32 0.000000
30 32 0.000000
31 32 0.000000
32 32 0.000000
33 32 0.000000
34 32 0.000000
35 32 0.000000
36 32 0.000000
37 32 0.000000
38 32 0.000000
39 32 0.000000
40 32 0.000000
41 32 0.000000
42 32 0.000000
43 32 0.000000
44 32 0.000000
45 32 0.000000
46 32 0.000000
47 32 0.000000
48 32 0.000000
49 32 0.000000
50 32 0.000000
51 32 0.000000

0 33 0.000000
1 33 0.000000
2 33 0.000000
3 33 0.000000
4 33 0.000000
5 33 0.000000
6 33 0.000000
7 33 0.000000
8 33 0.000000
9 33 0.000000
10 33 0.000000
11 33 0.000000
12 33 0.000000
13 33 0.000000
14 33 0.000000
15 33 0.000000
16 33 0.000000
17 33 0.000000
18 33 0.000000
19 33 0.000000
20 33 0.000000
21 33 0.000000
22 33 0.000000
23 33 0.000000
24 33 0.000000
25 33 0.000000
26 33 0.000000
27 33 0.000000
28 33 0.000000
29 33 0.000000
30 33 0.000000
31 33 0.000000
32 33 0.000000
33 33 0.000000
34 33 0.000000
35 33 0.000000
36 33 0.000000
37 33 0.000000
38 33 0.000000
39 33 0.000000
40 33 0.000000
41 33 0.000000
42 33 0.000000
43 33 0.000000
44 33 0.000000
45 33 0.000000
46 33 0.000000
47 33 0.000000
48 33 0.000000
49 33 0.000000
50 33 0.000000
51 33 0.000000

0 34 0.000000
1 34 0.000000
2 34 0.000000
3 34 0.000000
4 34 0.000000
5 34 0.000000
6 34 0.000000
7 34 0.000000
8 34 0.000000
9 34 0.000000
10 34 0.000000
11 34 0.000000
12 34 0.000000
13 34 0.000000
14 34 0.000000
15 34 0.000000
16 34 0.000000
17 34 0.000000
18 34 0.000000
19 34 0.000000
20 34 0.000000
21 34 0.000000
22 34 0.000000
23 34 0.000000
24 34 0.000000
25 34 0.000000
26 34 0.000000
27 34 0.000000
28 34 0.000000
29 34 0.000000
30 34 0.000000
31 34 0.000000
32 34 0.000000
33 34 0.000000
34 34 0.000000
35 34 0.000000
36 34 0.000000
37 34 0.000000
38 34 0.000000
39 34 0.000000
40 34 0.000000
41 34 0.000000
42 34 0.000000
43 34 0.000000
44 34 0.000000
45 34 0.000000
46 34 0.000000
47 34 0.000000
48 34 0.000000
49 34 0.000000
50 34 0.000000
51 34 0.000000

0 35 0.000000
1 35 0.000000
2 35 0.000000
3 35 0.000000
4 35 0.000000
5 35 0.000000
6 35 0.000000
7 35 0.000000
8 35 0.000000
9 35 0.000000
10 35 0.000000
11 35 0.000000
12 35 0.000000
13 35 0.000000
14 35 0.000000
15 35 0.000000
16 35 0.000000
17 35 0.000000
18 35 0.000000
19 35 0.000000
20 35 0.000000
21 35 0.000000
22 35 0.000000
23 35 0.000000
24 35 0.000000
25 35 0.000000
26 35 0.000000
27 35 0.000000
28 35 0.000000
29 35 0.000000
30 35 0.000000
31 35 0.000000
32 35 0.000000
33 35 0.000000
34 35 0.000000
35 35 0.000000
36 35 0.000000
37 35 0.000000
38 35 0.000000
39 35 0.000000
40 35 0.000000
41 35 0.000000
42 35 0.000000
43 35 0.000000
44 35 0.000000
45 35 0.000000
46 35 0.000000
47 35 0.000000
48 35 0.000000
49 35 0.000000
50 35 0.000000
51 35 0.000000

0 36 0.000000
1 36 0.000000
2 36 0.000000
3 36 0.000000
4 36 0.000000
5 36 0.000000
6 36 0.000000
7 36 0.000000
8 36 0.000000
9 36 0.000000
10 36 0.000000
11 36 0.000000
12 36 0.000000
13 36 0.000000
14 36 0.000000
15 36 0.000000
16 36 0.000000
17 36 0.000000
18 36 0.000000
19 36 0.000000
20 36 0.000000
21 36 0.000000
22 36 0.000000
23 36 0.000000
24 36 0.000000
25 36 0.000000
26 36 0.000000
27 36 0.000000
28 36 0.000000
29 36 0.000000
30 36 0.000000
31 36 0.000000
32 36 0.000000
33 36 0.000000
34 36 0.000000
35 36 0.000000
36 36 0.000000
37 36 0.000000
38 36 0.000000
39 36 0.000000
40 36 0.000000
41 36 0.000000
42 36 0.000000
43 36 0.000000
44 36 0.000000
45 36 0.000000
46 36 0.000000
47 36 0.000000
48 36 0.000000
49 36 0.000000
50 36 0.000000
51 36 0.000000

0 37 0.000000
1 37 0.000000
2 37 0.000000
3 37 0.000000
4 37 0.000000
5 37 0.000000
6 37 0.000000
7 37 0.000000
8 37 0.000000
9 37 0.000000
10 37 0.000000
11 37 0.000000
12 37 0.000000
13 37 0.000000
14 37 0.000000
15 37 0.000000
16 37 0.000000
17 37 0.000000
18 37 0.000000
19 37 0.000000
20 37 0.000000
21 37 0.000000
22 37 0.000000
23 37 0.000000
24 37 0.000000
25 37 0.000000
26 37 0.000000
27 37 0.000000
28 37 0.000000
29 37 0.000000
30 37 0.000000
31 37 0.000000
32 37 0.000000
33 37 0.000000
34 37 0.000000
35 37 0.000000
36 37 0.000000
37 37 0.000000
38 37 0.000000
39 37 0.000000
40 37 0.000000
41 37 0.000000
42 37 0.000000
43 37 0.000000
44 37 0.000000
45 37 0.000000
46 37 0.000000
47 37 0.000000
48 37 0.000000
49 37 0.000000
50 37 0.000000
51 37 0.000000

0 38 0.000000
1 38 0.000000
2 38 0.000000
3 38 0.000000
4 38 0.000000
5 38 0.000000
6 38 0.000000
7 38 0.000000
8 38 0.000000
9 38 0.000000
10 38 0.000000
11 38 0.000000
12 38 0.000000
13 38 0.000000
14 38 0.000000
15 38 0.000000
16 38 0.000000
17 38 0.000000
18 38 0.000000
19 38 0.000000
20 38 0.000000
21 38 0.000000
22 38 0.000000
23 38 0.000000
24 38 0.000000
25 38 0.000000
26 38 0.000000
27 38 0.000000
28 38 0.000000
29 38 0.000000
30 38 0.000000
31 38 0.000000
32 38 0.000000
33 38 0.000000
34 38 0.000000
35 38 0.000000
36 38 0.000000
37 38 0.000000
38 38 0.000000
39 38 0.000000
40 38 0.000000
41 38 0.000000
42 38 0.000000
43 38 0.000000
44 38 0.000000
45 38 0.000000
46 38 0.000000
47 38 0.000000
48 38 0.000000
49 38 0.000000
50 38 0.000000
51 38 0.000000

0 39 0.000000
1 39 0.000000
2 39 0.000000
3 39 0.000000
4 39 0.000000
5 39 0.000000
6 39 0.000000
7 39 0.000000
8 39 0.000000
9 39 0.000000
10 39 0.000000
11 39 0.000000
12 39 0.000000
13 39 0.000000
14 39 0.000000
15 39 0.000000
16 39 0.000000
17 39 0.000000
18 39 0.000000
19 39 0.000000
20 39 0.000000
21 39 0.000000
22 39 0.000000
23 39 0.000000
24 39 0.000000
25 39 0.000000
26 39 0.000000
27 39 0.000000
28 39 0.000000
29 39 0.000000
30 39 0.000000
31 39 0.000000
32 39 0.000000
33 39 0.000000
34 39 0.000000
35 39 0.000000
36 39 0.000000
37 39 0.000000
38 39 0.000000
39 39 0.000000
40 39 0.000000
41 39 0.000000
42 39 0.000000
43 39 0.000000
44 39 0.000000
45 39 0.000000
46 39 0.000000
47 39 0.000000
48 39 0.000000
49 39 0.000000
50 39 0.000000
51 39 0.000000

0 40 0.000000
1 40 0.000000
2 40 0.000000
3 40 0.000000
4 40 0.000000
5 40 0.000000
6 40 0.000000
7 40 0.000000
8 40 0.000000
9 40 0.000000
10 40 0.000000
11 40 0.000000
12 40 0.000000
13 40 0.000000
14 40 0.000000
15 40 0.000000
16 40 0.000000
17 40 0.000000
18 40 0.000000
19 40 0.000000
20 40 0.000000
21 40 0.000000
22 40 0.000000
23 40 0.000000
24 40 0.000000
25 40 0.000000
26 40 0.000000
27 40 0.000000
28 40 0.000000
29 40 0.000000
30 40 0.000000
31 40 0.000000
32 40 0.000000
33 40 0.000000
34 40 0.000000
35 40 0.000000
36 40 0.000000
37 40 0.000000
38 40 0.000000
39 40 0.000000
40 40 0.000000
41 40 0.000000
42 40 0.000000
43 40 0.000000
44 40 0.000000
45 40 0.000000
46 40 0.000000
47 40 0.000000
48 40 0.000000
49 40 0.000000
50 40 0.000000
51 40 0.000000

0 41 0.000000
1 41 0.000000
2 41 0.000000
3 41 0.000000
4 41 0.000000
5 41 0.000000
6 41 0.000000
7 41 0.000000
8 41 0.000000
9 41 0.000000
10 41 0.000000
11 41 0.000000
12 41 0.000000
13 41 0.000000
14 41 0.000000
15 41 0.000000
16 41 0.000000
17 41 0.000000
18 41 0.000000
19 41 0.000000
20 41 0.000000
21 41 0.000000
22 41 0.000000
23 41 0.000000
24 41 0.000000
25 41 0.000000
26 41 0.000000
27 41 0.000000
28 41 0.000000
29 41 0.000000
30 41 0.000000
31 41 0.000000
32 41 0.000000
33 41 0.000000
34 41 0.000000
35 41 0.000000
36 41 0.000000
37 41 0.000000
38 41 0.000000
39 41 0.000000
40 41 0.000000
41 41 0.000000
42 41 0.000000
43 41 0.000000
44 41 0.000000
45 41 0.000000
46 41 0.000000
47 41 0.000000
48 41 0.000000
49 41 0.000000
50 41 0.000000
51 41 0.000000

0 42 0.000000
1 42 0.000000
2 42 0.000000
3 42 0.000000
4 42 0.000000
5 42 0.000000
6 42 0.000000
7 42 0.000000
8 42 0.000000
9 42 0.000000
10 42 0.000000
11 42 0.000000
12 42 0.000000
13 42 0.000000
14 42 0.000000
15 42 0.000000
16 42 0.000000
17 42 0.000000
18 42 0.000000
19 42 0.000000
20 42 0.000000
21 42 0.000000
22 42 0.000000
23 42 0.000000
24 42 0.000000
25 42 0.000000
26 42 0.000000
27 42 0.000000
28 42 0.000000
29 42 0.000000
30 42 0.000000
31 42 0.000000
32 42 0.000000
33 42 0.000000
34 42 0.000000
35 42 0.000000
36 42 0.000000
37 42 0.000000
38 42 0.000000
39 42 0.000000
40 42 0.000000
41 42 0.000000
42 42 0.000000
43 42 0.000000
44 42 0.000000
45 42 0.000000
46 42 0.000000
47 42 0.000000
48 42 0.000000
49 42 0.000000
50 42 0.000000
51 42 0.000000

0 43 0.000000
1 43 0.000000
2 43 0.000000
3 43 0.000000
4 43 0.000000
5 43 0.000000
6 43 0.000000
7 43 0.000000
8 43 0.000000
9 43 0.000000
10 43 0.000000
11 43 0.000000
12 43 0.000000
13 43 0.000000
14 43 0.000000
15 43 0.000000
16 43 0.000000
17 43 0.000000
18 43 0.000000
19 43 0.000000
20 43 0.000000
21 43 0.000000
22 43 0.000000
23 43 0.000000
24 43 0.000000
25 43 0.000000
26 43 0.000000
27 43 0.000000
28 43 0.000000
29 43 0.000000
30 43 0.000000
31 43 0.000000
32 43 0.000000
33 43 0.000000
34 43 0.000000
35 43 0.000000
36 43 0.000000
37 43 0.000000
38 43 0.000000
39 43 0.000000
40 43 0.000000
41 43 0.000000
42 43 0.000000
43 43 0.000000
44 43 0.000000
45 43 0.000000
46 43 0.000000
47 43 0.000000
48 43 0.000000
49 43 0.000000
50 43 0.000000
51 43 0.000000

0 44 0.000000
1 44 0.000000
2 44 0.000000
3 44 0.000000
4 44 0.000000
5 44 0.000000
6 44 0.000000
7 44 0.000000
8 44 0.000000
9 44 0.000000
10 44 0.000000
11 44 0.000000
12 44 0.000000
13 44 0.000000
14 44 0.000000
15 44 0.000000
16 44 0.000000
17 44 0.000000
18 44 0.000000
19 44 0.000000
20 44 0.000000
21 44 0.000000
22 44 0.000000
23 44 0.000000
24 44 0.000000
25 44 0.000000
26 44 0.000000
27 44 0.000000
28 44 0.000000
29 44 0.000000
30 44 0.000000
31 44 0.000000
32 44 0.000000
33 44 0.000000
34 44 0.000000
35 44 0.000000
36 44 0.000000
37 44 0.000000
38 44 0.000000
39 44 0.000000
40 44 0.000000
41 44 0.000000
42 44 0.000000
43 44 0.000000
44 44 0.000000
45 44 0.000000
46 44 0.000000
47 44 0.000000
48 44 0.000000
49 44 0.000000
50 44 0.000000
51 44 0.000000

0 45 0.000000
1 45 0.000000
2 45 0.000000
3 45 0.000000
4 45 0.000000
5 45 0.000000
6 45 0.000000
7 45 0.000000
8 45 0.000000
9 45 0.000000
10 45 0.000000
11 45 0.000000
12 45 0.000000
13 45 0.000000
14 45 0.000000
15 45 0.000000
16 45 0.000000
17 45 0.000000
18 45 0.000000
19 45 0.000000
20 45 0.000000
21 45 0.000000
22 45 0.000000
23 45 0.000000
24 45 0.000000
25 45 0.000000
26 45 0.000000
27 45 0.000000
28 45 0.000000
29 45 0.000000
30 45 0.000000
31 45 0.000000
32 45 0.000000
33 45 0.000000
34 45 0.000000
35 45 0.000000
36 45 0.000000
37 45 0.000000
38 45 0.000000
39 45 0.000000
40 45 0.000000
41 45 0.000000
42 45 0.000000
43 45 0.000000
44 45 0.000000
45 45 0.000000
46 45 0.000000
47 45 0.000000
48 45 0.000000
49 45 0.000000
50 45 0.000000
51 45 0.000000

0 46 0.000000
1 46 0.000000
2 46 0.000000
3 46 0.000000
4 46 0.000000
5 46 0.000000
6 46 0.000000
7 46 0.000000
8 46 0.000000
9 46 0.000000
10 46 0.000000
11 46 0.000000
12 46 0.000000
13 46 0.000000
14 46 0.000000
15 46 0.000000
16 46 0.000000
17 46 0.000000
18 46 0.000000
19 46 0.000000
20 46 0.000000
21 46 0.000000
22 46 0.000000
23 46 0.000000
24 46 0.000000
25 46 0.000000
26 46 0.000000
27 46 0.000000
28 46 0.000000
29 46 0.000000
30 46 0.000000
31 46 0.000000
32 46 0.000000
33 46 0.000000
34 46 0.000000
35 46 0.000000
36 46 0.000000
37 46 0.000000
38 46 0.000000
39 46 0.000000
40 46 0.000000
41 46 0.000000
42 46 0.000000
43 46 0.000000
44 46 0.000000
45 46 0.000000
46 46 0.000000
47 46 0.000000
48 46 0.000000
49 46 0.000000
50 46 0.000000
51 46 0.000000

0 47 0.000000
1 47 0.000000
2 47 0.000000
3 47 0.000000
4 47 0.000000
5 47 0.000000
6 47 0.000000
7 47 0.000000
8 47 0.000000
9 47 0.000000
10 47 0.000000
11 47 0.000000
12 47 0.000000
13 47 0.000000
14 47 0.000000
15 47 0.000000
16 47 0.000000
17 47 0.000000
18 47 0.000000
19 47 0.000000
20 47 0.000000
21 47 0.000000
22 47 0.000000
23 47 0.000000
24 47 0.000000
25 47 0.000000
26 47 0.000000
27 47 0.000000
28 47 0.000000
29 47 0.000000
30 47 0.000000
31 47 0.000000
32 47 0.000000
33 47 0.000000
34 47 0.000000
35 47 0.000000
36 47 0.000000
37 47 0.000000
38 47 0.000000
39 47 0.000000
40 47 0.000000
41 47 0.000000
42 47 0.000000
43 47 0.000000
44 47 0.000000
45 47 0.000000
46 47 0.000000
47 47 0.000000
48 47 0.000000
49 47 0.000000
50 47 0.000000
51 47 0.000000

0 48 0.000000
1 48 0.000000
2 48 0.000000
3 48 0.000000
4 48 0.000000
5 48 0.000000
6 48 0.000000
7 48 0.000000
8 48 0.000000
9 48 0.000000
10 48 0.000000
11 48 0.000000
12 48 0.000000
13 48 0.000000
14 48 0.000000
15 48 0.000000
16 48 0.000000
17 48 0.000000
18 48 0.000000
19 48 0.000000
20 48 0.000000
21 48 0.000000
22 48 0.000000
23 48 0.000000
24 48 0.000000
25 48 0.000000
26 48 0.000000
27 48 0.000000
28 48 0.000000
29 48 0.000000
30 48 0.000000
31 48 0.000000
32 48 0.000000
33 48 0.000000
34 48 0.000000
35 48 0.000000
36 48 0.000000
37 48 0.000000
38 48 0.000000
39 48 0.000000
40 48 0.000000
41 48 0.000000
42 48 0.000000
43 48 0.000000
44 48 0.000000
45 48 0.000000
46 48 0.000000
47 48 0.000000
48 48 0.000000
49 48 0.000000
50 48 0.000000
51 48 0.000000

0 49 0.000000
1 49 0.000000
2 49 0.000000
3 49 0.000000
4 49 0.000000
5 49 0.000000
6 49 0.000000
7 49 0.000000
8 49 0.000000
9 49 0.000000
10 49 0.000000
11 49 0.000000
12 49 0.000000
13 49 0.000000
14 49 0.000000
15 49 0.000000
16 49 0.000000
17 49 0.000000
18 49 0.000000
19 49 0.000000
20 49 0.000000
21 49 0.000000
22 49 0.000000
23 49 0.000000
24 49 0.000000
25 49 0.000000
26 49 0.000000
27 49 0.000000
28 49 0.000000
29 49 0.000000
30 49 0.000000
31 49 0.000000
32 49 0.000000
33 49 0.000000
34 49 0.000000
35 49 0.000000
36 49 0.000000
37 49 0.000000
38 49 0.000000
39 49 0.000000
40 49 0.000000
41 49 0.000000
42 49 0.000000
43 49 0.000000
44 49 0.000000
45 49 0.000000
46 49 0.000000
47 49 0.000000
48 49 0.000000
49 49 0.000000
50 49 0.000000
51 49 0.000000

0 50 0.000000
1 50 0.000000
2 50 0.000000
3 50 0.000000
4 50 0.000000
5 50 0.000000
6 50 0.000000
7 50 0.000000
8 50 0.000000
9 50 0.000000
10 50 0.000000
11 50 0.000000
12 50 0.000000
13 50 0.000000
14 50 0.000000
15 50 0.000000
16 50 0.000000
17 50 0.000000
18 50 0.000000
19 50 0.000000
20 50 0.000000
21 50 0.000000
22 50 0.000000
23 50 0.000000
24 50 0.000000
25 50 0.000000
26 50 0.000000
27 50 0.000000
28 50 0.000000
29 50 0.000000
30 50 0.000000
31 50 0.000000
32 50 0.000000
33 50 0.000000
34 50 0.000000
35 50 0.000000
36 50 0.000000
37 50 0.000000
38 50 0.000000
39 50 0.000000
40 50 0.000000
41 50 0.000000
42 50 0.000000
43 50 0.000000
44 50 0.000000
45 50 0.000000
46 50 0.000000
47 50 0.000000
48 50 0.000000
49 50 0.000000
50 50 0.000000
51 50 0.000000

0 51 0.000000
1 51 1.000000
2 51 1.000000
3 51 1.000000
4 51 1.000000
5 51 1.000000
6 51 1.000000
7 51 1.000000
8 51 1.000000
9 51 1.000000
10 51 1.000000
11 51 1.000000
12 51 1.000000
13 51 1.000000
14 51 1.000000
15 51 1.000000
16 51 1.000000
17 51 1.000000
18 51 1.000000
19 51 1.000000
20 51 1.000000
21 51 1.000000
22 51 1.000000
23 51 1.000000
24 51 1.000000
25 51 1.000000
26 51 1.000000
27 51 1.000000
28 51 1.000000
29 51 1.000000
30 51 1.000000
31 51 1.000000
32 51 1.000000
33 51 1.000000
34 51 1.000000
35 51 1.000000
36 51 1.000000
37 51 1.000000
38 51 1.000000
39 51 1.000000
40 51 1.000000
41 51 1.000000
42 51 1.000000
43 51 1.000000
44 51 1.000000
45 51 1.000000
46 51 1.000000
47 51 1.000000
48 51 1.000000
49 51 1.000000
50 51 1.000000
51 51 1.000000

0 52 0.000000
1 52 1.000000
2 52 1.000000
3 52 1.000000
4 52 1.000000
5 52 1.000000
6 52 1.000000
7 52 1.000000
8 52 1.000000
9 52 1.000000
10 52 1.000000
11 52 1.000000
12 52 1.000000
13 52 1.000000
14 52 1.000000
15 52 1.000000
16 52 1.000000
17 52 1.000000
18 52 1.000000
19 52 1.000000
20 52 1.000000
21 52 1.000000
22 52 1.000000
23 52 1.000000
24 52 1.000000
25 52 1.000000
26 52 1.000000
27 52 1.000000
28 52 1.000000
29 52 1.000000
30 52 1.000000
31 52 1.000000
32 52 1.000000
33 52 1.000000
34 52 1.000000
35 52 1.000000
36 52 1.000000
37 52 1.000000
38 52 1.000000
39 52 1.000000
40 52 1.000000
41 52 1.000000
42 52 1.000000
43 52 1.000000
44 52 1.000000
45 52 1.000000
46 52 1.000000
47 52 1.000000
48 52 1.000000
49 52 1.000000
50 52 1.000000
51 52 1.000000

0 53 0.000000
1 53 1.000000
2 53 1.000000
3 53 1.000000
4 53 1.000000
5 53 1.000000
6 53 1.000000
7 53 1.000000
8 53 1.000000
9 53 1.000000
10 53 1.000000
11 53 1.000000
12 53 1.000000
13 53 1.000000
14 53 1.000000
15 53 1.000000
16 53 1.000000
17 53 1.000000
18 53 1.000000
19 53 1.000000
20 53 1.000000
21 53 1.000000
22 53 1.000000
23 53 1.000000
24 53 1.000000
25 53 1.000000
26 53 1.000000
27 53 1.000000
28 53 1.000000
29 53 1.000000
30 53 1.000000
31 53 1.000000
32 53 1.000000
33 53 1.000000
34 53 1.000000
35 53 1.000000
36 53 1.000000
37 53 1.000000
38 53 1.000000
39 53 1.000000
40 53 1.000000
41 53 1.000000
42 53 1.000000
43 53 1.000000
44 53 1.000000
45 53 1.000000
46 53 1.000000
47 53 1.000000
48 53 1.000000
49 53 1.000000
50 53 1.000000
51 53 1.000000

0 54 0.000000
1 54 1.000000
2 54 1.000000
3 54 1.000000
4 54 1.000000
5 54 1.000000
6 54 1.000000
7 54 1.000000
8 54 1.000000
9 54 1.000000
10 54 1.000000
11 54 1.000000
12 54 1.000000
13 54 1.000000
14 54 1.000000
15 54 1.000000
16 54 1.000000
17 54 1.000000
18 54 1.000000
19 54 1.000000
20 54 1.000000
21 54 1.000000
22 54 1.000000
23 54 1.000000
24 54 1.000000
25 54 1.000000
26 54 1.000000
27 54 1.000000
28 54 1.000000
29 54 1.000000
30 54 1.000000
31 54 1.000000
32 54 1.000000
33 54 1.000000
34 54 1.000000
35 54 1.000000
36 54 1.000000
37 54 1.000000
38 54 1.000000
39 54 1.000000
40 54 1.000000
41 54 1.000000
42 54 1.000000
43 54 1.000000
44 54 1.000000
45 54 1.000000
46 54 1.000000
47 54 1.000000
48 54 1.000000
49 54 1.000000
50 54 1.000000
51 54 1.000000

0 55 0.000000
1 55 1.000000
2 55 1.000000
3 55 1.000000
4 55 1.000000
5 55 1.000000
6 55 1.000000
7 55 1.000000
8 55 1.000000
9 55 1.000000
10 55 1.000000
11 55 1.000000
12 55 1.000000
13 55 1.000000
14 55 1.000000
15 55 1.000000
16 55 1.000000
17 55 1.000000
18 55 1.000000
19 55 1.000000
20 55 1.000000
21 55 1.000000
22 55 1.000000
23 55 1.000000
24 55 1.000000
25 55 1.000000
26 55 1.000000
27 55 1.000000
28 55 1.000000
29 55 1.000000
30 55 1.000000
31 55 1.000000
32 55 1.000000
33 55 1.000000
34 55 1.000000
35 55 1.000000
36 55 1.000000
37 55 1.000000
38 55 1.000000
39 55 1.000000
40 55 1.000000
41 55 1.000000
42 55 1.000000
43 55 1.000000
44 55 1.000000
45 55 1.000000
46 55 1.000000
47 55 1.000000
48 55 1.000000
49 55 1.000000
50 55 1.000000
51 55 1.000000

0 56 0.000000
1 56 1.000000
2 56 1.000000
3 56 1.000000
4 56 1.000000
5 56 1.000000
6 56 1.000000
7 56 1.000000
8 56 1.000000
9 56 1.000000
10 56 1.000000
11 56 1.000000
12 56 1.000000
13 56 1.000000
14 56 1.000000
15 56 1.000000
16 56 1.000000
17 56 1.000000
18 56 1.000000
19 56 1.000000
20 56 1.000000
21 56 1.000000
22 56 1.000000
23 56 1.000000
24 56 1.000000
25 56 1.000000
26 56 1.000000
27 56 1.000000
28 56 1.000000
29 56 1.000000
30 56 1.000000
31 56 1.000000
32 56 1.000000
33 56 1.000000
34 56 1.000000
35 56 1.000000
36 56 1.000000
37 56 1.000000
38 56 1.000000
39 56 1.000000
40 56 1.000000
41 56 1.000000
42 56 1.000000
43 56 1.000000
44 56 1.000000
45 56 1.000000
46 56 1.000000
47 56 1.000000
48 56 1.000000
49 56 1.000000
50 56 1.000000
51 56 1.000000

0 57 0.000000
1 57 1.000000
2 57 1.000000
3 57 1.000000
4 57 1.000000
5 57 1.000000
6 57 1.000000
7 57 1.000000
8 57 1.000000
9 57 1.000000
10 57 1.000000
11 57 1.000000
12 57 1.000000
13 57 1.000000
14 57 1.000000
15 57 1.000000
16 57 1.000000
17 57 1.000000
18 57 1.000000
19 57 1.000000
20 57 1.000000
21 57 1.000000
22 57 1.000000
23 57 1.000000
24 57 1.000000
25 57 1.000000
26 57 1.000000
27 57 1.000000
28 57 1.000000
29 57 1.000000
30 57 1.000000
31 57 1.000000
32 57 1.000000
33 57 1.000000
34 57 1.000000
35 57 1.000000
36 57 1.000000
37 57 1.000000
38 57 1.000000
39 57 1.000000
40 57 1.000000
41 57 1.000000
42 57 1.000000
43 57 1.000000
44 57 1.000000
45 57 1.000000
46 57 1.000000
47 57 1.000000
48 57 1.000000
49 57 1.000000
50 57 1.000000
51 57 1.000000

0 58 0.000000
1 58 1.000000
2 58 1.000000
3 58 1.000000
4 58 1.000000
5 58 1.000000
6 58 1.000000
7 58 1.000000
8 58 1.000000
9 58 1.000000
10 58 1.000000
11 58 1.000000
12 58 1.000000
13 58 1.000000
14 58 1.000000
15 58 1.000000
16 58 1.000000
17 58 1.000000
18 58 1.000000
19 58 1.000000
20 58 1.000000
21 58 1.000000
22 58 1.000000
23 58 1.000000
24 58 1.000000
25 58 1.000000
26 58 1.000000
27 58 1.000000
28 58 1.000000
29 58 1.000000
30 58 1.000000
31 58 1.000000
32 58 1.000000
33 58 1.000000
34 58 1.000000
35 58 1.000000
36 58 1.000000
37 58 1.000000
38 58 1.000000
39 58 1.000000
40 58 1.000000
41 58 1.000000
42 58 1.000000
43 58 1.000000
44 58 1.000000
45 58 1.000000
46 58 1.000000
47 58 1.000000
48 58 1.000000
49 58 1.000000
50 58 1.000000
51 58 1.000000

0 59 0.000000
1 59 1.000000
2 59 1.000000
3 59 1.000000
4 59 1.000000
5 59 1.000000
6 59 1.000000
7 59 1.000000
8 59 1.000000
9 59 1.000000
10 59 1.000000
11 59 1.000000
12 59 1.000000
13 59 1.000000
14 59 1.000000
15 59 1.000000
16 59 1.000000
17 59 1.000000
18 59 1.000000
19 59 1.000000
20 59 1.000000
21 59 1.000000
